Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Purpose,Loan_Application_Date,Approval_Date,Loan_Amount,Loan_Amount_Category,Interest_Rate,Loan_Tenure_Months,Monthly_Installment,Loan_Status,Loan_Approval_Flag,Risk_Category,Default_Probability,Default_Flag,Outstanding_Debt,Debt_to_Income_Ratio,Debt_to_Income_Category,Estimated_Annual_Interest
LN-108411,CUST-18411,BR-010,Education Loan,Undergraduate Studies,2021-04-28,2021-05-03,20700.0,Small ($10k-$25k),3.82,60,379.54,Approved,1,Low Risk,0.008,0,3686.0,0.097,Low (<20%),790.74
LN-118077,CUST-28077,BR-011,Home Loan,Home Purchase,2022-04-03,,195200.0,Large ($75k-$200k),4.67,360,1008.86,Rejected,0,Low Risk,0.008,0,8790.42,0.1434,Low (<20%),9115.84
LN-111106,CUST-21106,BR-010,Education Loan,Graduate School,2023-07-04,,23500.0,Small ($10k-$25k),7.78,60,474.02,Rejected,0,Medium Risk,0.0623,0,24534.8,0.2956,Moderate (20-35%),1828.3
LN-108654,CUST-18654,BR-003,Auto Loan,New Vehicle,2023-05-23,2023-06-04,60800.0,Medium ($25k-$75k),5.1,36,1824.96,Approved,1,Low Risk,0.008,0,25583.51,0.1877,Low (<20%),3100.8
LN-106730,CUST-16730,BR-013,Auto Loan,New Vehicle,2024-01-18,2024-01-27,73000.0,Medium ($25k-$75k),5.51,72,1193.01,Approved,1,Low Risk,0.008,0,13130.88,0.0977,Low (<20%),4022.3
LN-113610,CUST-23610,BR-011,Auto Loan,New Vehicle,2023-12-28,2024-01-07,25900.0,Medium ($25k-$75k),7.15,60,514.69,Approved,1,Low Risk,0.0114,0,32165.64,0.3081,Moderate (20-35%),1851.85
LN-119809,CUST-29809,BR-015,Auto Loan,Used Vehicle,2022-06-17,,48800.0,Medium ($25k-$75k),7.71,36,1522.69,Pending,0,Low Risk,0.0144,0,45750.45,0.3427,Moderate (20-35%),3762.48
LN-118169,CUST-28169,BR-001,Home Loan,Home Purchase,2024-06-20,2024-06-25,111100.0,Large ($75k-$200k),4.11,240,679.7,Approved,1,Low Risk,0.008,0,5063.68,0.1978,Low (<20%),4566.21
LN-112052,CUST-22052,BR-009,Personal Loan,Home Renovation,2022-07-18,,13400.0,Small ($10k-$25k),14.0,12,1203.15,Rejected,0,High Risk,0.2441,0,41588.92,0.4364,Manageable (36-49%),1876.0
LN-100287,CUST-10287,BR-001,Auto Loan,Used Vehicle,2022-11-22,2022-12-04,35400.0,Medium ($25k-$75k),5.36,36,1066.7,Approved,1,Low Risk,0.008,0,39785.4,0.279,Moderate (20-35%),1897.44
LN-101324,CUST-11324,BR-015,Home Loan,Home Purchase,2024-06-02,2024-06-13,262600.0,Jumbo (>=$200k),5.97,180,2211.71,Approved,1,Low Risk,0.0094,0,12940.85,0.2315,Moderate (20-35%),15677.22
LN-108490,CUST-18490,BR-011,Home Loan,Home Purchase,2023-09-25,,175400.0,Large ($75k-$200k),6.52,360,1110.96,Pending,0,Low Risk,0.0162,0,14274.72,0.3312,Moderate (20-35%),11436.08
LN-111118,CUST-21118,BR-008,Personal Loan,Major Purchase,2023-01-19,2023-01-28,20700.0,Small ($10k-$25k),12.07,48,545.82,Approved,1,Low Risk,0.0431,0,31691.52,0.3144,Moderate (20-35%),2498.49
LN-106217,CUST-16217,BR-009,Auto Loan,New Vehicle,2021-05-19,2021-05-23,13900.0,Small ($10k-$25k),7.04,60,275.5,Approved,1,Low Risk,0.0097,0,8440.32,0.2198,Moderate (20-35%),978.56
LN-108172,CUST-18172,BR-001,Personal Loan,Debt Consolidation,2023-02-15,2023-02-20,33800.0,Medium ($25k-$75k),11.55,12,2995.98,Approved,1,Low Risk,0.033,0,23770.08,0.1942,Low (<20%),3903.9
LN-100073,CUST-10073,BR-010,Auto Loan,New Vehicle,2024-05-12,,51400.0,Medium ($25k-$75k),6.84,60,1013.91,Rejected,0,Low Risk,0.0099,0,30657.0,0.2787,Moderate (20-35%),3515.76
LN-112196,CUST-22196,BR-008,Home Loan,Home Purchase,2022-07-16,2022-07-25,192700.0,Large ($75k-$200k),6.47,360,1214.2,Approved,1,Low Risk,0.0144,0,15897.05,0.3305,Moderate (20-35%),12467.69
LN-100411,CUST-10411,BR-001,Personal Loan,Major Purchase,2024-03-09,2024-03-16,6200.0,Micro (<$10k),10.5,36,201.52,Approved,1,Low Risk,0.008,0,11670.0,0.2334,Moderate (20-35%),651.0
LN-119190,CUST-29190,BR-007,Home Loan,Home Purchase,2022-05-11,2022-05-15,217800.0,Jumbo (>=$200k),3.91,240,1309.52,Approved,1,Low Risk,0.008,0,11223.87,0.1653,Low (<20%),8515.98
LN-108455,CUST-18455,BR-011,Home Loan,Home Purchase,2022-03-05,2022-03-15,263800.0,Jumbo (>=$200k),6.39,240,1949.78,Approved,1,Low Risk,0.0239,0,22514.1,0.3171,Moderate (20-35%),16856.82
LN-112656,CUST-22656,BR-008,Personal Loan,Major Purchase,2023-02-25,2023-03-04,39700.0,Medium ($25k-$75k),11.94,48,1044.28,Approved,1,Low Risk,0.0295,0,43442.4,0.3148,Moderate (20-35%),4740.18
LN-117490,CUST-27490,BR-003,Home Loan,Home Purchase,2024-01-15,2024-01-28,156800.0,Large ($75k-$200k),3.95,240,946.05,Approved,1,Low Risk,0.008,0,13447.72,0.2351,Moderate (20-35%),6193.6
LN-110697,CUST-20697,BR-009,Personal Loan,Debt Consolidation,2024-05-06,2024-05-12,20300.0,Small ($10k-$25k),10.2,24,938.62,Approved,1,Low Risk,0.0086,0,13751.13,0.1371,Low (<20%),2070.6
LN-107837,CUST-17837,BR-009,Home Loan,Home Purchase,2021-07-25,2021-08-07,285700.0,Jumbo (>=$200k),4.55,360,1456.1,Approved,1,Low Risk,0.008,0,17967.7,0.1765,Low (<20%),12999.35
LN-114345,CUST-24345,BR-002,Education Loan,Graduate School,2024-05-05,2024-05-08,69000.0,Medium ($25k-$75k),6.46,84,1023.28,Approved,1,Low Risk,0.016,0,21751.2,0.2052,Moderate (20-35%),4457.4
LN-109110,CUST-19110,BR-007,Auto Loan,New Vehicle,2022-10-27,2022-11-08,14300.0,Small ($10k-$25k),6.13,60,277.32,Approved,1,Low Risk,0.008,0,8866.22,0.2321,Moderate (20-35%),876.59
LN-102523,CUST-12523,BR-006,Home Loan,Home Purchase,2021-04-22,2021-05-06,195700.0,Large ($75k-$200k),4.67,360,1011.45,Approved,1,Low Risk,0.008,0,14956.5,0.195,Low (<20%),9139.19
LN-109854,CUST-19854,BR-009,Home Loan,Home Purchase,2021-01-01,2021-01-07,265200.0,Jumbo (>=$200k),3.62,240,1554.46,Approved,1,Low Risk,0.008,0,21680.52,0.2109,Moderate (20-35%),9600.24
LN-112676,CUST-22676,BR-001,Personal Loan,Major Purchase,2021-04-05,2021-04-19,19300.0,Small ($10k-$25k),10.67,36,628.85,Approved,1,Low Risk,0.008,0,11295.9,0.1467,Low (<20%),2059.31
LN-117406,CUST-27406,BR-001,Education Loan,Graduate School,2021-11-21,2021-12-05,20200.0,Small ($10k-$25k),5.05,84,285.98,Approved,1,Low Risk,0.008,0,3455.6,0.0652,Low (<20%),1020.1
LN-105847,CUST-15847,BR-015,Home Loan,Home Purchase,2021-12-09,2021-12-12,434500.0,Jumbo (>=$200k),3.93,240,2616.99,Approved,1,Low Risk,0.008,0,20322.33,0.2059,Moderate (20-35%),17075.85
LN-109704,CUST-19704,BR-008,Home Loan,Refinance,2021-01-28,2021-02-05,198800.0,Large ($75k-$200k),5.52,360,1131.26,Approved,1,Low Risk,0.008,0,14060.8,0.2197,Moderate (20-35%),10973.76
LN-104340,CUST-14340,BR-008,Auto Loan,New Vehicle,2021-03-27,2021-04-06,12600.0,Small ($10k-$25k),6.98,60,249.38,Approved,1,Low Risk,0.008,0,9188.1,0.2214,Moderate (20-35%),879.48
LN-111897,CUST-21897,BR-005,Auto Loan,New Vehicle,2023-03-20,2023-03-25,34400.0,Medium ($25k-$75k),6.74,60,676.95,Approved,1,Low Risk,0.0146,0,34272.51,0.3417,Moderate (20-35%),2318.56
LN-105752,CUST-15752,BR-013,Auto Loan,Used Vehicle,2021-12-13,2021-12-26,46400.0,Medium ($25k-$75k),5.3,72,753.74,Approved,1,Low Risk,0.008,0,16021.04,0.1876,Low (<20%),2459.2
LN-106439,CUST-16439,BR-004,Auto Loan,Used Vehicle,2023-07-31,2023-08-09,52000.0,Medium ($25k-$75k),6.46,60,1016.47,Approved,1,Low Risk,0.008,0,33655.08,0.2036,Moderate (20-35%),3359.2
LN-113837,CUST-23837,BR-005,Home Loan,Home Purchase,2021-01-15,2021-01-28,87700.0,Large ($75k-$200k),4.57,240,558.15,Approved,1,Low Risk,0.008,0,7781.4,0.2882,Moderate (20-35%),4007.89
LN-118563,CUST-28563,BR-005,Home Loan,Home Purchase,2021-01-24,2021-01-30,330600.0,Jumbo (>=$200k),5.61,180,2720.61,Approved,1,Low Risk,0.0183,0,32658.01,0.3577,Manageable (36-49%),18546.66
LN-113893,CUST-23893,BR-008,Auto Loan,Used Vehicle,2023-11-26,2023-11-29,32500.0,Medium ($25k-$75k),5.13,36,975.95,Approved,1,Low Risk,0.008,0,6087.62,0.0938,Low (<20%),1667.25
LN-104833,CUST-14833,BR-015,Personal Loan,Major Purchase,2023-07-24,2023-08-05,11600.0,Small ($10k-$25k),11.1,60,252.79,Approved,1,Low Risk,0.0226,0,27152.3,0.2455,Moderate (20-35%),1287.6
LN-115879,CUST-25879,BR-002,Home Loan,Refinance,2021-02-01,2021-02-08,462500.0,Jumbo (>=$200k),7.79,180,4364.0,Approved,1,Medium Risk,0.0767,0,37197.54,0.3147,Moderate (20-35%),36028.75
LN-102299,CUST-12299,BR-010,Home Loan,Home Purchase,2023-03-25,2023-04-08,379900.0,Jumbo (>=$200k),6.09,360,2299.72,Approved,1,Low Risk,0.0196,0,42030.3,0.4974,Manageable (36-49%),23135.91
LN-112219,CUST-22219,BR-005,Auto Loan,Used Vehicle,2022-01-05,,23500.0,Small ($10k-$25k),7.07,72,401.44,Pending,0,Low Risk,0.0198,0,20196.48,0.4288,Manageable (36-49%),1661.45
LN-107443,CUST-17443,BR-001,Personal Loan,Debt Consolidation,2023-07-11,,11800.0,Small ($10k-$25k),14.64,36,406.97,Rejected,0,Very High Risk,0.3437,0,35773.98,0.4854,Manageable (36-49%),1727.52
LN-110057,CUST-20057,BR-002,Home Loan,Home Purchase,2021-07-15,2021-07-19,550000.0,Jumbo (>=$200k),5.64,360,3171.32,Approved,1,Low Risk,0.008,0,36840.12,0.2348,Moderate (20-35%),31020.0
LN-108055,CUST-18055,BR-013,Auto Loan,New Vehicle,2021-07-01,,14100.0,Small ($10k-$25k),7.51,36,438.66,Rejected,0,Low Risk,0.0264,0,13018.96,0.2986,Moderate (20-35%),1058.91
LN-108785,CUST-18785,BR-003,Education Loan,Graduate School,2022-10-24,,52300.0,Medium ($25k-$75k),8.09,84,817.51,Rejected,0,Medium Risk,0.0848,0,36630.0,0.396,Manageable (36-49%),4231.07
LN-107426,CUST-17426,BR-002,Personal Loan,Debt Consolidation,2024-03-10,,5400.0,Micro (<$10k),13.28,36,182.68,Rejected,0,Medium Risk,0.1497,0,13526.76,0.4002,Manageable (36-49%),717.12
LN-119688,CUST-29688,BR-001,Auto Loan,Used Vehicle,2021-01-05,2021-01-15,18600.0,Small ($10k-$25k),8.18,60,378.75,Approved,1,Low Risk,0.0228,0,15203.64,0.3782,Manageable (36-49%),1521.48
LN-112846,CUST-22846,BR-002,Home Loan,Home Purchase,2023-12-05,2023-12-14,460600.0,Jumbo (>=$200k),6.33,360,2860.0,Approved,1,Low Risk,0.0081,0,23222.5,0.175,Low (<20%),29155.98
LN-117064,CUST-27064,BR-002,Personal Loan,Medical Expenses,2022-09-05,2022-09-18,16800.0,Small ($10k-$25k),10.98,36,549.85,Approved,1,Low Risk,0.0115,0,13728.7,0.2162,Moderate (20-35%),1844.64
LN-117782,CUST-27782,BR-008,Personal Loan,Medical Expenses,2021-07-07,,3000.0,Micro (<$10k),10.7,36,97.79,Rejected,0,Low Risk,0.0124,0,3582.8,0.1352,Low (<20%),321.0
LN-101072,CUST-11072,BR-010,Business Loan,Business Expansion,2023-02-19,2023-03-04,155700.0,Large ($75k-$200k),6.25,36,4754.35,Approved,1,Low Risk,0.008,0,14482.08,0.1068,Low (<20%),9731.25
LN-114282,CUST-24282,BR-004,Auto Loan,Refinance Auto,2021-07-11,2021-07-25,39400.0,Medium ($25k-$75k),7.81,60,795.31,Approved,1,Low Risk,0.0245,0,26695.99,0.3593,Manageable (36-49%),3077.14
LN-104822,CUST-14822,BR-009,Personal Loan,Medical Expenses,2022-05-09,2022-05-18,22700.0,Small ($10k-$25k),10.73,12,2003.41,Approved,1,Low Risk,0.0104,1,42718.8,0.2936,Moderate (20-35%),2435.71
LN-116913,CUST-26913,BR-002,Home Loan,Home Purchase,2021-01-27,2021-02-10,303100.0,Jumbo (>=$200k),7.43,240,2428.8,Approved,1,Medium Risk,0.0658,1,31458.31,0.3967,Manageable (36-49%),22520.33
LN-119982,CUST-29982,BR-008,Auto Loan,Refinance Auto,2023-02-14,2023-02-18,72800.0,Medium ($25k-$75k),5.61,48,1696.72,Approved,1,Low Risk,0.008,0,36733.84,0.2717,Moderate (20-35%),4084.08
LN-111248,CUST-21248,BR-002,Personal Loan,Major Purchase,2024-06-09,2024-06-23,11400.0,Small ($10k-$25k),11.92,12,1012.45,Approved,1,Low Risk,0.0459,0,20859.34,0.3229,Moderate (20-35%),1358.88
LN-102046,CUST-12046,BR-013,Home Loan,Home Purchase,2022-01-26,,224000.0,Jumbo (>=$200k),8.45,360,1714.43,Rejected,0,High Risk,0.1579,0,47018.7,0.587,Critical (>=50%),18928.0
LN-103376,CUST-13376,BR-001,Personal Loan,Debt Consolidation,2024-06-15,2024-06-24,23800.0,Small ($10k-$25k),9.74,48,600.66,Approved,1,Low Risk,0.008,0,5791.66,0.0574,Low (<20%),2318.12
LN-110905,CUST-20905,BR-011,Personal Loan,Medical Expenses,2021-07-13,,4700.0,Micro (<$10k),14.52,12,423.15,Rejected,0,Very High Risk,0.4125,0,11863.8,0.4563,Manageable (36-49%),682.44
LN-100315,CUST-10315,BR-015,Auto Loan,New Vehicle,2024-02-09,,49000.0,Medium ($25k-$75k),8.43,48,1206.15,Rejected,0,Low Risk,0.0384,0,52842.4,0.5081,Critical (>=50%),4130.7
LN-109858,CUST-19858,BR-014,Home Loan,Home Improvement,2022-07-22,,166800.0,Large ($75k-$200k),8.19,240,1414.97,Rejected,0,Medium Risk,0.0874,0,29658.72,0.5096,Critical (>=50%),13660.92
LN-119265,CUST-29265,BR-008,Auto Loan,Used Vehicle,2024-03-09,2024-03-19,24200.0,Small ($10k-$25k),5.81,48,566.23,Approved,1,Low Risk,0.008,0,8082.84,0.1047,Low (<20%),1406.02
LN-100206,CUST-10206,BR-015,Personal Loan,Home Renovation,2022-03-19,2022-03-27,29000.0,Medium ($25k-$75k),11.8,24,1362.42,Approved,1,Low Risk,0.0288,0,22920.84,0.2234,Moderate (20-35%),3422.0
LN-108394,CUST-18394,BR-004,Personal Loan,Major Purchase,2022-04-09,,9300.0,Micro (<$10k),12.26,48,246.09,Rejected,0,Medium Risk,0.068,0,7608.57,0.1997,Low (<20%),1140.18
LN-111604,CUST-21604,BR-011,Auto Loan,New Vehicle,2021-06-28,,14100.0,Small ($10k-$25k),9.29,36,450.28,Rejected,0,Medium Risk,0.0961,0,11700.18,0.2766,Moderate (20-35%),1309.89
LN-109971,CUST-19971,BR-005,Personal Loan,Wedding,2021-09-29,2021-10-06,13300.0,Small ($10k-$25k),11.37,36,437.76,Approved,1,Low Risk,0.0215,0,21722.7,0.2109,Moderate (20-35%),1512.21
LN-103107,CUST-13107,BR-011,Home Loan,Home Purchase,2024-05-12,,419600.0,Jumbo (>=$200k),5.73,180,3479.91,Rejected,0,Low Risk,0.0115,0,24009.45,0.2389,Moderate (20-35%),24043.08
LN-113219,CUST-23219,BR-004,Auto Loan,New Vehicle,2024-05-04,2024-05-16,42900.0,Medium ($25k-$75k),6.04,72,711.79,Approved,1,Low Risk,0.008,0,18277.05,0.1815,Low (<20%),2591.16
LN-115662,CUST-25662,BR-010,Home Loan,Home Purchase,2023-12-06,2023-12-11,90900.0,Large ($75k-$200k),4.82,360,478.02,Approved,1,Low Risk,0.008,0,5127.05,0.1681,Low (<20%),4381.38
LN-116467,CUST-26467,BR-011,Personal Loan,Debt Consolidation,2021-06-03,2021-06-14,4700.0,Micro (<$10k),13.3,36,159.04,Approved,1,Medium Risk,0.0818,0,12988.08,0.2577,Moderate (20-35%),625.1
LN-108994,CUST-18994,BR-007,Auto Loan,Used Vehicle,2024-02-19,2024-02-25,12900.0,Small ($10k-$25k),7.66,48,312.87,Approved,1,Low Risk,0.03,0,10250.75,0.3275,Moderate (20-35%),988.14
LN-102678,CUST-12678,BR-001,Home Loan,Home Purchase,2021-09-07,,533800.0,Jumbo (>=$200k),6.09,240,3852.08,Pending,0,Low Risk,0.0114,0,47520.0,0.4,Manageable (36-49%),32508.42
LN-117038,CUST-27038,BR-002,Home Loan,Home Purchase,2021-06-05,2021-06-09,441900.0,Jumbo (>=$200k),3.83,360,2066.62,Approved,1,Low Risk,0.008,0,17473.98,0.1074,Low (<20%),16924.77
LN-112089,CUST-22089,BR-004,Home Loan,Home Purchase,2021-07-21,,550000.0,Jumbo (>=$200k),4.55,360,2803.13,Rejected,0,Low Risk,0.008,0,21697.96,0.1511,Low (<20%),25025.0
LN-106696,CUST-16696,BR-011,Education Loan,Undergraduate Studies,2021-11-11,2021-11-14,51200.0,Medium ($25k-$75k),3.9,120,515.95,Approved,1,Low Risk,0.008,0,14297.4,0.1014,Low (<20%),1996.8
LN-103948,CUST-13948,BR-013,Home Loan,Home Purchase,2023-05-06,2023-05-16,128300.0,Large ($75k-$200k),3.85,360,601.48,Approved,1,Low Risk,0.008,0,3242.91,0.1023,Low (<20%),4939.55
LN-101732,CUST-11732,BR-009,Education Loan,Vocational Training,2022-12-16,2022-12-23,20500.0,Small ($10k-$25k),6.48,120,232.56,Approved,1,Low Risk,0.0261,0,15207.84,0.2864,Moderate (20-35%),1328.4
LN-114656,CUST-24656,BR-015,Business Loan,Working Capital,2021-11-25,,100900.0,Large ($75k-$200k),9.67,24,4640.67,Rejected,0,Medium Risk,0.0598,0,21706.5,0.2994,Moderate (20-35%),9757.03
LN-105164,CUST-15164,BR-001,Personal Loan,Medical Expenses,2022-05-26,2022-06-09,14000.0,Small ($10k-$25k),10.81,36,457.08,Approved,1,Low Risk,0.008,0,10290.07,0.1073,Low (<20%),1513.4
LN-119349,CUST-29349,BR-006,Personal Loan,Medical Expenses,2021-07-27,2021-07-30,6600.0,Micro (<$10k),11.38,12,584.49,Approved,1,Low Risk,0.0246,0,13065.12,0.2532,Moderate (20-35%),751.08
LN-100698,CUST-10698,BR-005,Personal Loan,Medical Expenses,2022-10-29,2022-11-05,10100.0,Small ($10k-$25k),14.11,12,907.37,Approved,1,High Risk,0.1768,0,23058.75,0.3575,Manageable (36-49%),1425.11
LN-101006,CUST-11006,BR-006,Home Loan,Home Purchase,2022-03-07,2022-03-12,370500.0,Jumbo (>=$200k),6.99,360,2462.46,Approved,1,Low Risk,0.017,0,20466.18,0.2331,Moderate (20-35%),25897.95
LN-112063,CUST-22063,BR-003,Personal Loan,Major Purchase,2022-10-06,2022-10-12,7900.0,Micro (<$10k),12.05,60,175.93,Approved,1,Medium Risk,0.055,0,12322.64,0.2546,Moderate (20-35%),951.95
LN-114160,CUST-24160,BR-007,Home Loan,Refinance,2022-05-14,2022-05-20,274700.0,Jumbo (>=$200k),6.12,240,1987.1,Approved,1,Low Risk,0.0131,0,14209.28,0.2176,Moderate (20-35%),16811.64
LN-102772,CUST-12772,BR-005,Education Loan,Graduate School,2022-12-21,,8100.0,Micro (<$10k),7.66,60,162.92,Rejected,0,Medium Risk,0.0877,0,7855.2,0.4364,Manageable (36-49%),620.46
LN-111298,CUST-21298,BR-002,Home Loan,Home Purchase,2022-12-17,,311700.0,Jumbo (>=$200k),6.08,240,2247.53,Rejected,0,Low Risk,0.013,0,28095.52,0.3946,Manageable (36-49%),18951.36
LN-103101,CUST-13101,BR-002,Home Loan,Home Purchase,2023-10-07,2023-10-14,73600.0,Medium ($25k-$75k),5.46,240,504.62,Approved,1,Low Risk,0.008,0,3479.4,0.1933,Low (<20%),4018.56
LN-113645,CUST-23645,BR-010,Education Loan,Graduate School,2022-09-01,2022-09-15,8800.0,Micro (<$10k),4.42,120,90.86,Approved,1,Low Risk,0.008,0,3329.94,0.1311,Low (<20%),388.96
LN-110820,CUST-20820,BR-013,Home Loan,Home Purchase,2022-09-22,2022-10-05,273500.0,Jumbo (>=$200k),5.73,360,1592.6,Approved,1,Low Risk,0.008,1,23985.32,0.2852,Moderate (20-35%),15671.55
LN-111662,CUST-21662,BR-009,Education Loan,Vocational Training,2023-11-14,,46600.0,Medium ($25k-$75k),7.98,84,725.85,Rejected,0,Medium Risk,0.1306,0,43316.95,0.5435,Critical (>=50%),3718.68
LN-116012,CUST-26012,BR-012,Auto Loan,Used Vehicle,2024-05-23,2024-06-01,62800.0,Medium ($25k-$75k),9.0,60,1303.62,Approved,1,Medium Risk,0.1129,0,58710.6,0.507,Critical (>=50%),5652.0
LN-116038,CUST-26038,BR-004,Personal Loan,Debt Consolidation,2021-10-10,2021-10-17,16900.0,Small ($10k-$25k),11.3,12,1496.02,Approved,1,Low Risk,0.0182,0,16726.24,0.1954,Low (<20%),1909.7
LN-101030,CUST-11030,BR-004,Personal Loan,Medical Expenses,2021-01-27,,9400.0,Micro (<$10k),13.71,24,450.03,Rejected,0,High Risk,0.1633,0,27547.14,0.4063,Manageable (36-49%),1288.74
LN-118534,CUST-28534,BR-015,Personal Loan,Medical Expenses,2021-07-27,2021-08-09,16400.0,Small ($10k-$25k),10.77,36,535.13,Approved,1,Low Risk,0.0102,0,32529.31,0.2617,Moderate (20-35%),1766.28
LN-108936,CUST-18936,BR-001,Education Loan,Graduate School,2024-03-03,2024-03-08,64600.0,Medium ($25k-$75k),5.56,60,1235.72,Approved,1,Low Risk,0.0218,0,48468.63,0.3101,Moderate (20-35%),3591.76
LN-116187,CUST-26187,BR-015,Auto Loan,Used Vehicle,2023-02-01,2023-02-15,14900.0,Small ($10k-$25k),6.97,72,253.82,Approved,1,Low Risk,0.0177,0,19648.64,0.2791,Moderate (20-35%),1038.53
LN-118554,CUST-28554,BR-001,Auto Loan,New Vehicle,2024-03-08,2024-03-16,11100.0,Small ($10k-$25k),5.25,48,256.88,Approved,1,Low Risk,0.008,0,5375.77,0.1283,Low (<20%),582.75
LN-115918,CUST-25918,BR-011,Personal Loan,Medical Expenses,2022-09-05,2022-09-08,3700.0,Micro (<$10k),10.9,12,326.84,Approved,1,Low Risk,0.008,0,5046.4,0.1577,Low (<20%),403.3
LN-110787,CUST-20787,BR-011,Home Loan,Home Purchase,2021-07-02,2021-07-05,550000.0,Jumbo (>=$200k),5.65,360,3174.8,Approved,1,Low Risk,0.008,0,37987.95,0.2541,Moderate (20-35%),31075.0
LN-108855,CUST-18855,BR-005,Home Loan,Home Improvement,2021-12-03,2021-12-09,265000.0,Jumbo (>=$200k),6.32,360,1643.73,Approved,1,Low Risk,0.0123,0,22643.75,0.3623,Manageable (36-49%),16748.0
LN-119719,CUST-29719,BR-012,Education Loan,Undergraduate Studies,2021-07-03,2021-07-13,27300.0,Medium ($25k-$75k),6.9,60,539.29,Approved,1,Low Risk,0.0311,0,13878.5,0.3385,Moderate (20-35%),1883.7
LN-107535,CUST-17535,BR-015,Home Loan,Home Purchase,2021-01-19,,449500.0,Jumbo (>=$200k),6.15,360,2738.48,Rejected,0,Low Risk,0.0153,0,24416.33,0.2033,Moderate (20-35%),27644.25
LN-112932,CUST-22932,BR-007,Home Loan,Home Purchase,2021-01-11,2021-01-19,123400.0,Large ($75k-$200k),3.41,360,547.94,Approved,1,Low Risk,0.008,0,5856.11,0.1391,Low (<20%),4207.94
LN-107592,CUST-17592,BR-007,Home Loan,Refinance,2024-04-09,,118600.0,Large ($75k-$200k),4.7,180,919.45,Rejected,0,Low Risk,0.008,0,6101.9,0.161,Low (<20%),5574.2
LN-109806,CUST-19806,BR-012,Auto Loan,New Vehicle,2022-02-20,2022-02-23,12400.0,Small ($10k-$25k),7.23,36,384.18,Approved,1,Low Risk,0.0221,0,23574.99,0.3989,Manageable (36-49%),896.52
LN-108166,CUST-18166,BR-003,Business Loan,Working Capital,2023-01-02,2023-01-09,60900.0,Medium ($25k-$75k),10.74,120,829.96,Approved,1,Medium Risk,0.107,0,35380.71,0.4197,Manageable (36-49%),6540.66
LN-105679,CUST-15679,BR-006,Education Loan,Undergraduate Studies,2022-12-12,,74200.0,Medium ($25k-$75k),5.8,180,618.15,Rejected,0,Low Risk,0.0102,0,47191.32,0.2804,Moderate (20-35%),4303.6
LN-118505,CUST-28505,BR-007,Home Loan,Home Purchase,2022-11-18,,76600.0,Large ($75k-$200k),5.36,180,620.21,Rejected,0,Low Risk,0.0082,0,8172.22,0.3038,Moderate (20-35%),4105.76
LN-110812,CUST-20812,BR-007,Personal Loan,Debt Consolidation,2023-12-07,2023-12-12,25800.0,Medium ($25k-$75k),10.83,24,1200.45,Approved,1,Low Risk,0.0096,0,27956.42,0.2077,Moderate (20-35%),2794.14
LN-102102,CUST-12102,BR-008,Home Loan,Refinance,2021-01-22,,74200.0,Medium ($25k-$75k),7.52,360,519.83,Rejected,0,Medium Risk,0.0643,0,10873.65,0.5105,Critical (>=50%),5579.84
LN-119435,CUST-29435,BR-001,Personal Loan,Medical Expenses,2022-10-24,2022-11-04,11800.0,Small ($10k-$25k),12.87,36,396.85,Approved,1,Medium Risk,0.0739,0,23156.28,0.4084,Manageable (36-49%),1518.66
LN-100102,CUST-10102,BR-001,Auto Loan,New Vehicle,2022-06-12,2022-06-15,75000.0,Large ($75k-$200k),7.18,60,1491.47,Approved,1,Low Risk,0.0172,0,31176.72,0.2014,Moderate (20-35%),5385.0
LN-108617,CUST-18617,BR-007,Education Loan,Undergraduate Studies,2022-05-19,2022-05-29,58300.0,Medium ($25k-$75k),6.22,120,653.71,Approved,1,Low Risk,0.0131,0,32723.82,0.2654,Moderate (20-35%),3626.26
LN-113142,CUST-23142,BR-002,Personal Loan,Debt Consolidation,2021-07-31,2021-08-03,12500.0,Small ($10k-$25k),11.53,24,585.68,Approved,1,Low Risk,0.0371,0,10461.78,0.2166,Moderate (20-35%),1441.25
LN-112376,CUST-22376,BR-014,Business Loan,Equipment Purchase,2021-05-10,2021-05-18,55500.0,Medium ($25k-$75k),9.06,60,1153.71,Approved,1,Low Risk,0.0446,1,9499.82,0.2978,Moderate (20-35%),5028.3
LN-102744,CUST-12744,BR-006,Personal Loan,Debt Consolidation,2023-12-26,2024-01-02,16100.0,Small ($10k-$25k),12.71,36,540.23,Approved,1,Medium Risk,0.0763,0,21935.02,0.3422,Moderate (20-35%),2046.31
LN-116507,CUST-26507,BR-014,Education Loan,Graduate School,2022-08-16,,28500.0,Medium ($25k-$75k),7.32,120,335.63,Rejected,0,Medium Risk,0.0904,0,22026.84,0.4477,Manageable (36-49%),2086.2
LN-117615,CUST-27615,BR-013,Home Loan,Refinance,2021-12-04,2021-12-09,388000.0,Jumbo (>=$200k),4.15,360,1886.08,Approved,1,Low Risk,0.008,0,11685.15,0.1129,Low (<20%),16102.0
LN-113952,CUST-23952,BR-001,Education Loan,Undergraduate Studies,2021-12-07,2021-12-16,43600.0,Medium ($25k-$75k),3.28,84,581.62,Approved,1,Low Risk,0.008,0,9763.5,0.115,Low (<20%),1430.08
